Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type
Unnamed,Taiwan,Submarine,Evidence Uncertain,Unknown,"Japan, Taiwan, Marianas",Taiwan,21.83,121.18,-115,No Data (checked)
Unnamed,Taiwan,Submarine,Eruption Observed,1853 CE,"Japan, Taiwan, Marianas",Taiwan,24.132,121.926,-1640,No Data (checked)
Kueishantao,Taiwan,Stratovolcano,Eruption Observed,1785 CE,"Japan, Taiwan, Marianas",Taiwan,24.841,121.953,361,Andesite / Basaltic Andesite
Tatun Volcanic Group,Taiwan,Lava dome(s),Eruption Dated,648 CE,"Japan, Taiwan, Marianas",Taiwan,25.178,121.553,1120,Andesite / Basaltic Andesite
Submarine Volcano NNE of Iriomotejima,Japan,Submarine,Eruption Observed,1924 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,24.57,123.93,-200,Rhyolite
Io-Torishima,Japan,Complex,Eruption Observed,1968 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,27.881,128.223,212,Andesite / Basaltic Andesite
Yokoate-jima,Japan,Stratovolcano(es),Eruption Observed,1835 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,28.797,128.997,495,Andesite / Basaltic Andesite
Akusekijima,Japan,Stratovolcano(es),Evidence Uncertain,Unknown,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.465,129.594,555,Andesite / Basaltic Andesite
Suwanosejima,Japan,Stratovolcano(es),Eruption Observed,2020 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.638,129.714,796,Andesite / Basaltic Andesite
Nakanoshima,Japan,Stratovolcano(es),Eruption Observed,1914 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.859,129.857,979,Andesite / Basaltic Andesite
Kuchinoshima,Japan,Stratovolcano(es),Eruption Dated,1190 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.968,129.926,628,Andesite / Basaltic Andesite
Kuchinoerabujima,Japan,Stratovolcano(es),Eruption Observed,2020 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,30.443,130.217,657,Andesite / Basaltic Andesite
Kikai,Japan,Caldera,Eruption Observed,2020 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,30.793,130.305,704,Rhyolite
Ata,Japan,Caldera(s),Eruption Observed,885 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.22,130.57,924,Andesite / Basaltic Andesite
Aira,Japan,Caldera,Eruption Observed,2020 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Andesite / Basaltic Andesite
Yonemaru-Sumiyoshiike,Japan,Maar(s),Eruption Dated,6200 BCE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.771,130.592,40,Basalt / Picro-Basalt
Kirishimayama,Japan,Shield,Eruption Observed,2018 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.934,130.862,1700,Andesite / Basaltic Andesite
Fukue,Japan,Shield(s),Eruption Dated,400 BCE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.657,128.849,315,Basalt / Picro-Basalt
Unzendake,Japan,Complex,Eruption Observed,1996 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.761,130.299,1483,Andesite / Basaltic Andesite
Asosan,Japan,Caldera,Eruption Observed,2020 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.884,131.104,1592,Andesite / Basaltic Andesite
Kujusan,Japan,Stratovolcano(es),Eruption Observed,1996 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.086,131.249,1791,Andesite / Basaltic Andesite
Yufu-Tsurumi,Japan,Lava dome(s),Eruption Observed,867 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.282,131.39,1584,Andesite / Basaltic Andesite
Abu,Japan,Shield(s),Eruption Dated,6850 BCE,"Japan, Taiwan, Marianas",Honshu,34.5,131.6,641,Andesite / Basaltic Andesite
Sanbesan,Japan,Stratovolcano,Eruption Dated,650 CE,"Japan, Taiwan, Marianas",Honshu,35.141,132.622,1126,Dacite
Oki-Dogo,Japan,Shield,Evidence Credible,Unknown,"Japan, Taiwan, Marianas",Honshu,36.176,133.334,151,Basalt / Picro-Basalt
Izu-Tobu,Japan,Pyroclastic cone(s),Eruption Observed,1989 CE,"Japan, Taiwan, Marianas",Honshu,34.9,139.098,1406,Basalt / Picro-Basalt
Hakoneyama,Japan,Complex,Eruption Dated,2015 CE,"Japan, Taiwan, Marianas",Honshu,35.233,139.021,1438,Andesite / Basaltic Andesite
Fujisan,Japan,Stratovolcano,Eruption Observed,1708 CE,"Japan, Taiwan, Marianas",Honshu,35.361,138.728,3776,Basalt / Picro-Basalt
Yokodake,Japan,Stratovolcano(es),Eruption Dated,1200 CE,"Japan, Taiwan, Marianas",Honshu,36.087,138.32,2480,Andesite / Basaltic Andesite
Ontakesan,Japan,Complex,Eruption Observed,2014 CE,"Japan, Taiwan, Marianas",Honshu,35.893,137.48,3067,Andesite / Basaltic Andesite
Hakusan,Japan,Stratovolcano,Eruption Observed,1659 CE,"Japan, Taiwan, Marianas",Honshu,36.155,136.771,2702,Andesite / Basaltic Andesite
Norikuradake,Japan,Stratovolcano(es),Eruption Dated,50 BCE,"Japan, Taiwan, Marianas",Honshu,36.106,137.554,3026,Andesite / Basaltic Andesite
Akandanayama,Japan,Stratovolcano,Evidence Credible,Unknown,"Japan, Taiwan, Marianas",Honshu,36.2,137.573,2109,
Yakedake,Japan,Stratovolcano(es),Eruption Observed,1995 CE,"Japan, Taiwan, Marianas",Honshu,36.227,137.587,2455,Andesite / Basaltic Andesite
Washiba-Kumonotaira,Japan,Shield(s),Evidence Credible,Unknown,"Japan, Taiwan, Marianas",Honshu,36.408,137.594,2924,Andesite / Basaltic Andesite
Midagahara,Japan,Stratovolcano,Eruption Observed,1839 CE,"Japan, Taiwan, Marianas",Honshu,36.571,137.59,2621,Andesite / Basaltic Andesite
Niigata-Yakeyama,Japan,Lava dome,Eruption Observed,1998 CE,"Japan, Taiwan, Marianas",Honshu,36.921,138.036,2400,Andesite / Basaltic Andesite
Myokosan,Japan,Stratovolcano,Eruption Dated,750 BCE,"Japan, Taiwan, Marianas",Honshu,36.891,138.114,2454,Andesite / Basaltic Andesite
Asamayama,Japan,Complex,Eruption Observed,2019 CE,"Japan, Taiwan, Marianas",Honshu,36.406,138.523,2568,Andesite / Basaltic Andesite
Kusatsu-Shiranesan,Japan,Stratovolcano(es),Eruption Observed,2018 CE,"Japan, Taiwan, Marianas",Honshu,36.618,138.528,2165,Andesite / Basaltic Andesite
Shiga,Japan,Shield(s),Evidence Uncertain,Unknown,"Japan, Taiwan, Marianas",Honshu,36.688,138.519,2041,Andesite / Basaltic Andesite
Harunasan,Japan,Stratovolcano,Eruption Dated,550 CE,"Japan, Taiwan, Marianas",Honshu,36.477,138.851,1449,Andesite / Basaltic Andesite
Akagisan,Japan,Stratovolcano,Evidence Uncertain,Unknown,"Japan, Taiwan, Marianas",Honshu,36.56,139.193,1828,Andesite / Basaltic Andesite
Hiuchigatake,Japan,Stratovolcano,Eruption Observed,1544 CE,"Japan, Taiwan, Marianas",Honshu,36.955,139.285,2356,Andesite / Basaltic Andesite
Nikko-Shiranesan,Japan,Shield,Eruption Observed,1952 CE,"Japan, Taiwan, Marianas",Honshu,36.799,139.376,2578,Andesite / Basaltic Andesite
Nantaisan,Japan,Stratovolcano,Eruption Dated,9540 BCE,"Japan, Taiwan, Marianas",Honshu,36.765,139.491,2486,Andesite / Basaltic Andesite
Omanago Group,Japan,Lava dome(s),Eruption Dated,3050 BCE,"Japan, Taiwan, Marianas",Honshu,36.795,139.507,2341,Dacite
Takaharayama,Japan,Stratovolcano,Eruption Dated,4570 BCE,"Japan, Taiwan, Marianas",Honshu,36.9,139.777,1795,Andesite / Basaltic Andesite
Nasudake,Japan,Stratovolcano(es),Eruption Observed,1963 CE,"Japan, Taiwan, Marianas",Honshu,37.125,139.963,1915,Andesite / Basaltic Andesite
Numazawa,Japan,Shield,Eruption Dated,3400 BCE,"Japan, Taiwan, Marianas",Honshu,37.444,139.566,835,Dacite
Bandaisan,Japan,Stratovolcano,Eruption Observed,1888 CE,"Japan, Taiwan, Marianas",Honshu,37.601,140.072,1816,Andesite / Basaltic Andesite
Adatarayama,Japan,Stratovolcano(es),Eruption Observed,1996 CE,"Japan, Taiwan, Marianas",Honshu,37.647,140.281,1728,Andesite / Basaltic Andesite
Azumayama,Japan,Stratovolcano(es),Eruption Observed,1977 CE,"Japan, Taiwan, Marianas",Honshu,37.735,140.244,1949,Andesite / Basaltic Andesite
Zaozan [Zaosan],Japan,Complex,Eruption Observed,1940 CE,"Japan, Taiwan, Marianas",Honshu,38.144,140.44,1841,Andesite / Basaltic Andesite
Hijiori,Japan,Caldera,Evidence Credible,Unknown,"Japan, Taiwan, Marianas",Honshu,38.599,140.162,552,Dacite
Naruko,Japan,Caldera,Eruption Observed,837 CE,"Japan, Taiwan, Marianas",Honshu,38.729,140.734,470,Rhyolite
Kurikomayama,Japan,Stratovolcano,Eruption Observed,1950 CE,"Japan, Taiwan, Marianas",Honshu,38.961,140.788,1627,Andesite / Basaltic Andesite
Chokaisan,Japan,Stratovolcano(es),Eruption Observed,1974 CE,"Japan, Taiwan, Marianas",Honshu,39.099,140.049,2236,Andesite / Basaltic Andesite
Akita-Komagatake,Japan,Stratovolcano(es),Eruption Observed,1971 CE,"Japan, Taiwan, Marianas",Honshu,39.761,140.799,1637,Basalt / Picro-Basalt
Iwatesan,Japan,Complex,Eruption Observed,1919 CE,"Japan, Taiwan, Marianas",Honshu,39.853,141.001,2038,Basalt / Picro-Basalt
Hachimantai,Japan,Stratovolcano,Eruption Dated,5350 BCE,"Japan, Taiwan, Marianas",Honshu,39.958,140.854,1613,Andesite / Basaltic Andesite
Akita-Yakeyama,Japan,Stratovolcano,Eruption Observed,1997 CE,"Japan, Taiwan, Marianas",Honshu,39.964,140.757,1366,Andesite / Basaltic Andesite
Megata,Japan,Maar(s),Eruption Dated,2050 BCE,"Japan, Taiwan, Marianas",Honshu,39.95,139.73,291,Andesite / Basaltic Andesite
Iwakisan,Japan,Stratovolcano,Eruption Observed,1863 CE,"Japan, Taiwan, Marianas",Honshu,40.656,140.303,1625,Andesite / Basaltic Andesite
Towada,Japan,Caldera,Eruption Observed,915 CE,"Japan, Taiwan, Marianas",Honshu,40.51,140.88,1011,Andesite / Basaltic Andesite
Hakkodasan,Japan,Stratovolcano(es),Eruption Dated,1550 CE,"Japan, Taiwan, Marianas",Honshu,40.659,140.877,1585,Andesite / Basaltic Andesite
Osorezan,Japan,Stratovolcano,Eruption Observed,1787 CE,"Japan, Taiwan, Marianas",Honshu,41.279,141.12,878,Andesite / Basaltic Andesite
Izu-Oshima,Japan,Stratovolcano,Eruption Observed,1990 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,Basalt / Picro-Basalt
Toshima,Japan,Stratovolcano,Eruption Dated,4550 BCE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.52,139.279,508,Basalt / Picro-Basalt
Niijima,Japan,Lava dome(s),Eruption Observed,886 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.397,139.27,432,Rhyolite
Kozushima,Japan,Lava dome(s),Eruption Observed,838 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.219,139.153,572,Rhyolite
Miyakejima,Japan,Stratovolcano,Eruption Observed,2010 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.094,139.526,775,Basalt / Picro-Basalt
Mikurajima,Japan,Stratovolcano,Eruption Dated,4100 BCE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.874,139.602,851,Basalt / Picro-Basalt
Kurose Hole,Japan,Submarine,Evidence Uncertain,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.4,139.68,-107,Dacite
Hachijojima,Japan,Stratovolcano(es),Eruption Observed,1606 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.137,139.766,854,Basalt / Picro-Basalt
Aogashima,Japan,Stratovolcano,Eruption Observed,1785 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",32.458,139.759,423,Basalt / Picro-Basalt
Kita-Bayonnaise,Japan,Submarine,Evidence Uncertain,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",32.1,139.85,-360,Rhyolite
Myojinsho,Japan,Submarine,Eruption Observed,1970 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",31.888,139.918,11,Dacite
Sumisujima,Japan,Submarine,Eruption Observed,1916 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",31.44,140.051,136,Dacite
Izu-Torishima,Japan,Stratovolcano,Eruption Observed,2002 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",30.484,140.303,394,Basalt / Picro-Basalt
Sofugan,Japan,Stratovolcano,Evidence Uncertain,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",29.794,140.342,99,Basalt / Picro-Basalt
Suiyo Seamount,Japan,Submarine,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",28.575,140.633,-991,Andesite / Basaltic Andesite
Mokuyo Seamount,Japan,Submarine,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",28.327,140.572,-933,Andesite / Basaltic Andesite
Doyo Seamount,Japan,Submarine,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",27.68,140.8,-590,Basalt / Picro-Basalt
Nishinoshima,Japan,Caldera,Eruption Observed,2020 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",27.247,140.874,25,Andesite / Basaltic Andesite
Kaikata Seamount,Japan,Submarine,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.667,140.929,-165,Andesite / Basaltic Andesite
Kaitoku Seamount,Japan,Submarine,Eruption Observed,1984 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.127,141.102,-95,Basalt / Picro-Basalt
Kita-Ioto,Japan,Stratovolcano,Eruption Observed,1945 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",25.424,141.284,792,Basalt / Picro-Basalt
Ioto,Japan,Caldera,Eruption Observed,2012 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",24.751,141.289,169,Trachyandesite / Basaltic Trachyandesite
Kita-Fukutokutai,Japan,Submarine,Eruption Observed,1954 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",24.417,141.417,-73,No Data (checked)
Fukutoku-Oka-no-Ba,Japan,Submarine,Eruption Observed,2010 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",24.285,141.481,-29,Trachyandesite / Basaltic Trachyandesite
Minami-Hiyoshi,Japan,Submarine,Eruption Observed,1975 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",23.5,141.935,-107,Trachyandesite / Basaltic Trachyandesite
Nikko,Japan,Submarine,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",23.078,142.326,-392,Basalt / Picro-Basalt
Fukujin,United States,Submarine,Eruption Observed,1974 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.93,143.47,-217,Andesite / Basaltic Andesite
Kasuga 1,United States,Submarine,Eruption Observed,1959 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.765,143.71,-598,Andesite / Basaltic Andesite
Kasuga 2,United States,Submarine,Evidence Credible,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.6,143.637,-274,Basalt / Picro-Basalt
NW Eifuku,United States,Submarine,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.485,144.043,-1535,Basalt / Picro-Basalt
Daikoku,United States,Submarine,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.324,144.194,-323,Andesite / Basaltic Andesite
Farallon de Pajaros,United States,Stratovolcano,Eruption Observed,1967 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.546,144.893,337,Andesite / Basaltic Andesite
Ahyi,United States,Submarine,Eruption Dated,2014 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.42,145.03,-75,Andesite / Basaltic Andesite
Supply Reef,United States,Submarine,Eruption Dated,1989 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.13,145.1,-8,Andesite / Basaltic Andesite
Maug Islands,United States,Stratovolcano,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.02,145.22,227,Basalt / Picro-Basalt
Asuncion,United States,Stratovolcano,Eruption Observed,1906 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",19.671,145.406,857,Andesite / Basaltic Andesite
Agrigan,United States,Stratovolcano,Eruption Observed,1917 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",18.77,145.67,965,Basalt / Picro-Basalt
Pagan,United States,Stratovolcano(es),Eruption Observed,2012 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",18.13,145.8,570,Basalt / Picro-Basalt
Alamagan,United States,Stratovolcano,Eruption Dated,870 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",17.6,145.83,744,Andesite / Basaltic Andesite
Guguan,United States,Stratovolcano,Eruption Observed,1883 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",17.307,145.845,287,Andesite / Basaltic Andesite
Zealandia Bank,United States,Stratovolcano,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.88,145.85,0,Basalt / Picro-Basalt
Sarigan,United States,Stratovolcano,Evidence Credible,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.708,145.78,538,Andesite / Basaltic Andesite
South Sarigan Seamount,United States,Submarine,Eruption Observed,2010 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.58,145.78,-184,No Data (checked)
Anatahan,United States,Stratovolcano,Eruption Observed,2008 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.35,145.67,790,Andesite / Basaltic Andesite
East Diamante,United States,Submarine,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",15.93,145.67,-127,Dacite
Ruby,United States,Submarine,Eruption Observed,1995 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",15.62,145.57,-230,Basalt / Picro-Basalt
Esmeralda Bank,United States,Submarine,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",15,145.25,-43,Basalt / Picro-Basalt
NW Rota-1,United States,Submarine,Eruption Observed,2010 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",14.601,144.775,-517,Basalt / Picro-Basalt
Forecast Seamount,United States,Submarine,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",13.4,143.92,-1456,No Data (checked)
Seamount X,United States,Submarine,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",13.25,144.02,-1230,Basalt / Picro-Basalt
Mariana Back-Arc Segment at 15.5°N,United States,Submarine,Eruption Dated,2015 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",15.406,144.506,-4100,
Oshima-Oshima,Japan,Stratovolcano,Eruption Observed,1790 CE,"Japan, Taiwan, Marianas",Hokkaido,41.51,139.367,732,Basalt / Picro-Basalt
Esan,Japan,Lava dome(s),Eruption Observed,1874 CE,"Japan, Taiwan, Marianas",Hokkaido,41.805,141.166,618,Andesite / Basaltic Andesite
Hokkaido-Komagatake,Japan,Stratovolcano,Eruption Observed,2000 CE,"Japan, Taiwan, Marianas",Hokkaido,42.063,140.677,1131,Andesite / Basaltic Andesite
Toya,Japan,Stratovolcano,Eruption Observed,2001 CE,"Japan, Taiwan, Marianas",Hokkaido,42.544,140.839,733,Basalt / Picro-Basalt
Niseko,Japan,Stratovolcano(es),Eruption Dated,4900 BCE,"Japan, Taiwan, Marianas",Hokkaido,42.875,140.659,1308,Andesite / Basaltic Andesite
Yoteizan,Japan,Stratovolcano,Eruption Dated,1050 BCE,"Japan, Taiwan, Marianas",Hokkaido,42.827,140.812,1888,Andesite / Basaltic Andesite
Kuttara,Japan,Stratovolcano(es),Eruption Dated,1820 CE,"Japan, Taiwan, Marianas",Hokkaido,42.491,141.16,549,Basalt / Picro-Basalt
Shikotsu,Japan,Caldera,Eruption Observed,1979 CE,"Japan, Taiwan, Marianas",Hokkaido,42.688,141.38,1320,Andesite / Basaltic Andesite
Rishirizan,Japan,Stratovolcano,Eruption Dated,5830 BCE,"Japan, Taiwan, Marianas",Hokkaido,45.179,141.242,1721,Andesite / Basaltic Andesite
Tokachidake,Japan,Stratovolcano(es),Eruption Observed,2004 CE,"Japan, Taiwan, Marianas",Hokkaido,43.418,142.686,2077,Andesite / Basaltic Andesite
Taisetsuzan,Japan,Stratovolcano(es),Eruption Dated,1739 CE,"Japan, Taiwan, Marianas",Hokkaido,43.664,142.854,2291,Andesite / Basaltic Andesite
Maruyama,Japan,Stratovolcano(es),Eruption Observed,1898 CE,"Japan, Taiwan, Marianas",Hokkaido,43.418,143.031,2013,Andesite / Basaltic Andesite
Akan,Japan,Caldera,Eruption Observed,2008 CE,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013,1499,Andesite / Basaltic Andesite
Kussharo,Japan,Caldera,Eruption Dated,1320 CE,"Japan, Taiwan, Marianas",Hokkaido,43.615,144.427,574,Dacite
Mashu,Japan,Caldera,Eruption Dated,1080 CE,"Japan, Taiwan, Marianas",Hokkaido,43.572,144.561,857,Andesite / Basaltic Andesite
Rausudake,Japan,Stratovolcano,Eruption Dated,1800 CE,"Japan, Taiwan, Marianas",Hokkaido,44.076,145.122,1660,Andesite / Basaltic Andesite
Tenchozan,Japan,Crater rows,Eruption Dated,Unknown,"Japan, Taiwan, Marianas",Hokkaido,44.044,145.086,1046,
Shiretoko-Iozan,Japan,Stratovolcano,Eruption Observed,1936 CE,"Japan, Taiwan, Marianas",Hokkaido,44.133,145.161,1562,Andesite / Basaltic Andesite
Tomariyama [Golovnin],Japan - administered by Russia,Caldera,Eruption Observed,1848 CE,Kuril Islands,Kuril Islands,43.844,145.504,535,Andesite / Basaltic Andesite
Raususan [Mendeleev],Japan - administered by Russia,Stratovolcano,Eruption Observed,1880 CE,Kuril Islands,Kuril Islands,43.979,145.733,882,Andesite / Basaltic Andesite
Ruruidake [Smirnov],Japan - administered by Russia,Stratovolcano,Evidence Credible,Unknown,Kuril Islands,Kuril Islands,44.454,146.139,1486,Andesite / Basaltic Andesite
Chachadake [Tiatia],Japan - administered by Russia,Stratovolcano,Eruption Observed,1981 CE,Kuril Islands,Kuril Islands,44.353,146.252,1822,Basalt / Picro-Basalt
